Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
143701,2.061056258,-0.077030652,-1.068719971,0.422266487,-0.181192281,-1.227746885,0.160285165,-0.314823506,0.596385495,0.083963648,-0.795636856,0.246674776,-0.303929138,0.348922803,0.079585687,-0.090585639,-0.263882565,-0.827548918,0.145180818,-0.247800602,-0.29278241,-0.72755758,0.345553046,0.036286633,-0.312040616,0.196590944,-0.073151895,-0.060601348,1.98,0
128244,2.067833183,-1.786316573,-0.909292217,-1.593450627,-1.367977365,-0.150727652,-1.275322518,0.044385785,-1.24509011,1.699301902,0.588698942,-0.558005865,-0.507989292,-0.111676866,-0.629699565,-0.292765801,0.316725088,0.508759216,0.009419268,-0.282232367,-0.061065911,0.043196478,0.220101147,0.663744953,-0.345601526,-0.234661831,-0.006949789,-0.036203826,104.65,0
58724,1.129654002,0.126797065,0.378800767,1.410659979,-0.193732047,-0.181264689,0.070172449,-0.001425042,0.337738634,-0.123608504,-0.591367323,0.358326734,-0.451376583,0.134230509,-0.056194411,-0.70558446,0.282617562,-0.934815986,-0.371291488,-0.174195621,-0.094592947,-0.092414979,-0.073987896,0.086936392,0.64564651,-0.313651628,0.034351192,0.01849041,26.45,0
157226,-0.664420283,-0.282786787,1.308807822,-3.195501938,-0.369750555,-0.233206941,-0.082368554,0.140590337,-2.367877016,0.790863615,0.399607082,-0.941178453,-0.555940627,-0.242444733,-1.390931601,-0.22862016,0.090401257,0.536076761,-0.414681534,-0.212333376,-0.17419825,-0.13794728,-0.346440077,0.719840943,0.737347043,-0.157156553,0.244329161,0.101719761,15,0
51097,-1.037759727,1.411048404,-1.069737742,0.898873572,0.125121461,-0.734855094,0.536221255,0.508410188,-0.826730694,-0.012179503,-1.290828277,0.804773872,1.7505089,0.723003566,0.543732041,-0.107808332,-0.215846628,0.035747439,0.644971809,0.073973086,0.137206224,0.495305118,-0.069446732,-0.398326927,-0.472869054,-0.358863165,0.415299875,0.026547274,89.99,0
9406,-0.630379214,1.225381828,1.729834247,0.637464411,0.335012006,-0.810423524,0.639384214,-0.309131718,0.4362371,-0.897740975,1.01932798,-1.928200091,3.203194735,0.793168425,0.402883443,-0.001004158,0.920359411,0.068458227,0.46242345,0.100133307,-0.326774005,-0.666648956,0.041831566,0.324498526,-0.218969089,0.122023271,-0.06609976,0.110305381,1.79,0
81821,-1.127915878,-0.896671496,3.158416699,-1.047144261,-1.298144595,0.390501909,-0.729076555,0.457523537,-0.21462266,-0.389060121,0.158735635,0.986968264,0.029214117,-1.21726359,-2.95660059,-1.743629842,0.396270729,1.237624184,-0.323876005,-0.231882057,-0.361288758,-0.441365259,0.010289329,0.585777025,0.138684666,0.967962216,0.004995865,0.067063937,75,0
142707,-0.830922103,1.626628314,-0.761515838,-0.835768029,0.69974713,-0.663675622,0.827342385,0.078824927,0.483556291,0.574285503,1.177449848,0.527781887,-0.330721058,-1.0496259,-0.860323684,0.420614679,0.139006637,0.200004784,-0.106269835,0.511797796,-0.409122776,-0.806072489,0.144502404,0.639635977,-0.269151818,0.105883746,0.635265558,0.341485677,8.99,0
129079,0.035609355,0.513659408,0.898090732,-0.522892429,-0.248479579,-0.35284158,0.363687757,-0.134466418,0.692572289,-0.642237293,-1.154923561,0.635677859,1.19473169,-0.522453193,0.108063668,-0.150274331,-0.551726969,0.313955805,0.19645957,-0.072410683,0.423794992,1.501697765,-0.04505206,-0.020703413,-1.191681341,0.046183046,0.184834901,0.267269364,29.97,0
165586,0.080021522,0.637181312,1.383564363,-0.228893456,-0.111578923,0.150799909,-0.180735541,-0.810874439,0.346325234,-0.822719512,-1.165926224,0.332139112,0.745714634,0.015247247,1.425395889,0.13838492,-0.590772779,0.275908254,0.741112864,-0.0895853,0.511983348,-0.910616001,-0.37065401,-0.683058979,1.48149368,-0.502585296,0.140371393,0.151920358,1,0
81733,0.745430234,-0.760890476,0.257395542,0.663813539,-0.720073179,-0.238003493,0.019793102,-0.032472775,0.026906183,0.010041713,1.020545727,0.707041076,0.092825977,0.374068967,0.546289368,0.710060491,-0.842656451,0.668749636,-0.05029503,0.429541094,0.320737869,0.377161416,-0.365230757,0.06113377,0.387912544,0.465126509,-0.070449216,0.046108683,253.6,0
140853,-0.111749577,0.057210532,0.71630726,-0.69424704,0.025020541,0.803375307,0.181871337,-0.645129662,0.149636468,-0.837292365,0.585905158,1.26400599,0.739765179,0.105938472,-0.283939193,0.548156907,-1.004912417,0.2758002,-0.034605951,0.101228928,0.613043746,-0.975263579,0.025722796,0.182913564,0.820982981,-0.575886686,0.128408665,0.23110579,148.74,0
58617,1.110405126,0.585413601,0.303448507,2.525583986,0.079110238,-0.672256259,0.528244353,-0.281001962,-1.061857537,0.661495582,-0.39162483,0.381462585,0.905936302,0.248937473,0.202331403,0.427790545,-0.5782031,-0.542135003,-0.936832316,0.006754627,-0.005813491,-0.119716328,-0.11008345,0.408261148,0.620482224,-0.002103263,-0.031840546,0.026983672,57.06,0
86450,-0.221766996,0.832356255,0.031381642,-0.808349569,0.413307414,-0.667643499,0.799535676,0.061555972,0.160312107,0.111922693,0.225323828,-0.158307313,-1.683769986,0.550078769,-0.880390288,0.256843824,-0.690664432,0.040893965,0.308399355,0.000190478,-0.281405881,-0.674052435,0.070837858,-0.392667044,-0.476088805,0.151781773,0.343167836,0.137736448,8.98,0
55682,1.181975235,0.278684346,0.726247829,0.687554214,-0.478984611,-0.808387921,0.050169958,-0.14766326,-0.119731003,-0.134372138,0.622113798,1.068049373,1.025106569,0.135541394,1.154391093,-0.183714306,0.001900001,-1.266212631,-0.683291758,-0.091370947,-0.185882057,-0.464044494,0.222741837,0.623698737,0.101742123,0.088609226,-0.006322962,0.022619374,0.89,0
78720,1.278472162,-0.9887315,1.272718521,-0.475915525,-1.864240646,-0.247561406,-1.384152821,0.287215405,0.050240719,0.669973924,0.879035817,-0.66814553,-1.98205885,-0.200137644,-0.575376507,1.252740647,0.410244379,-0.617958827,0.905616326,-0.051467587,0.162892221,0.43204249,0.019687613,0.524936134,0.232399805,-0.220802815,0.035984227,0.015835978,14.99,0
79699,1.149891671,0.149841103,0.127768076,0.961432541,-0.132215323,-0.452410362,0.128003831,-0.048842225,-0.188861399,0.180069911,0.933639495,0.523700834,-0.486924246,0.667170526,0.298842395,0.367677009,-0.76826651,0.515278021,0.03318917,-0.073700419,0.075598103,0.120508078,-0.180252017,0.004924621,0.671451975,-0.32807632,-0.000804722,0.012559458,42.81,0
136744,-0.868208069,-0.158921485,1.62470836,-3.016360115,-1.07905509,-0.74906104,-0.13628757,0.008061259,-1.644969325,0.911964916,-1.367872855,-1.784587279,-0.810910567,-0.581686218,-0.521321767,-0.248558802,0.28234072,0.205318185,-0.820064119,-0.176758434,-0.244934702,-0.171570731,-0.334372775,-0.012245118,0.675596498,-0.112102444,0.387880255,0.171610501,28.4,0
127806,2.235813527,-1.423693194,-0.922605644,-1.434459664,-1.403434382,-1.018263433,-0.978203654,-0.278780414,-1.191446658,1.569909214,-1.002509056,-0.928664269,0.073984543,-0.311262138,-0.137810059,-0.672941254,0.602550866,-0.200809377,-0.212183801,-0.416625962,-0.149218323,0.029014435,0.215180237,-0.037273467,-0.204590672,-0.159728045,0.004620731,-0.047585392,43.56,0
86620,1.935503533,0.203475975,-1.435299898,1.506485488,0.275662712,-1.351741347,0.761322231,-0.508114511,0.027555735,0.214341772,-0.442645401,0.960661327,0.608260441,0.379549817,-0.647538725,-0.899394917,-0.029143421,-0.903475996,-0.396293352,-0.186828416,0.108187527,0.50942061,0.008392731,0.433181442,0.422388242,-0.521790742,-0.014320183,-0.049982517,42.13,0
80947,1.049284572,-1.164959558,-0.319157583,-2.016422101,-1.150834598,-1.361795943,0.077764866,-0.392930797,-0.464970586,-0.138508027,1.733223627,1.55365103,1.083619619,0.407631527,0.537690368,-2.134133717,0.001823289,1.372949413,0.209240015,-0.057961866,-0.212976304,-0.42713038,-0.189905528,0.581258694,0.496977299,-0.036873617,-0.026992502,0.035609941,190,0
13224,1.012594684,0.185411103,1.857002444,2.625675359,-0.813686025,0.741197689,-1.050509509,0.411448711,1.07822938,0.410744188,2.237912364,-2.310505578,0.771151506,1.647487648,0.005918309,1.168256269,-0.044721919,0.838388886,-1.76632442,-0.24046929,0.167722,0.665252616,0.034226906,0.149376674,0.061451756,0.073725175,0.024622781,0.023364597,12.16,0
73090,-2.029974532,-0.16599844,2.240714758,2.659206018,1.061326454,-0.63999738,0.424318491,0.016855008,-1.54923747,0.410793542,0.250130119,0.209327889,0.79396016,0.056389234,1.002537235,-0.096810556,0.041936762,-0.719917439,-0.554219555,-0.150891766,-0.01874029,0.268636821,1.045881727,0.597559511,0.428418607,0.092095517,0.110159519,-0.03360004,22,0
38992,-0.335481151,0.830687913,1.491301359,0.694029341,-0.057889033,-0.63259543,0.364025368,0.104112115,-0.408549431,-0.438544979,0.022420959,-0.950754803,-1.757656035,0.125771217,1.83573443,-0.312787341,0.870629405,-0.315931473,0.457914072,-0.04300912,-0.138656298,-0.470552622,0.115602107,0.316461016,-0.783556141,0.181254125,0.126539683,0.155590737,0.99,0
155062,2.080018957,-1.193962451,-3.296023652,-2.295526745,0.316908349,-1.447464353,0.680534161,-0.662335944,0.058586631,0.024018495,-1.554691648,-0.388894849,-0.52912649,0.899956344,0.472469378,-2.814444616,0.168364086,1.236094529,0.393689515,-0.330727465,-0.035926286,0.247082155,-0.337023175,0.142636122,0.77217678,0.207314155,-0.09371339,-0.061873174,157.55,0
69888,1.086414287,0.395805339,1.175621575,2.541938413,-0.475985827,-0.022553695,-0.284759699,0.103060387,-0.491951124,0.623480254,-0.074054541,0.107882476,0.136397704,0.100370078,0.981893516,0.541816479,-0.367358804,-0.46674968,-1.704081419,-0.163857459,0.19451991,0.57630002,0.005590544,0.40242289,0.320106229,0.105999114,0.029362932,0.030852126,10.59,0
31728,0.391712731,-0.999207346,0.057146213,1.442865942,-0.611657464,-0.078561552,0.432260586,-0.000794937,-0.263686529,0.025562419,1.608193428,0.772817283,-0.509242317,0.746854778,0.573350402,0.066432256,-0.331891259,0.046701318,-0.740198288,0.581528935,0.390131083,0.276842643,-0.399760698,0.234513272,0.386291859,-0.320162931,-0.044370942,0.076260452,388,0
79677,-11.03909004,9.001613635,-9.103784629,0.585780676,-6.270329994,-1.537178175,-6.491972651,8.612706755,-0.734466023,1.42323064,-1.364808198,4.242791466,1.640734728,5.617884601,-0.285854147,1.500348597,2.924923578,0.429725088,-0.145126471,-0.137116361,0.531359371,0.220618409,1.304095722,-0.354745529,0.580586208,-0.291328931,-0.581529836,-0.116968198,0.89,0
1251,-4.479013743,-2.884367962,0.63337472,0.224652077,-1.047208043,1.39240704,2.620457773,-1.099184205,1.710955055,1.522272613,0.774815169,0.364921275,1.083453184,-1.837560626,0.421614573,0.498675619,-1.12808431,0.387899626,2.059587554,-1.532972102,-1.272095269,0.403637096,1.509692427,-0.54738711,0.577318598,1.175116749,0.235720422,0.695821488,500,0
44836,1.101805877,0.089648958,0.028666005,0.996292775,-0.07417003,-0.303553323,0.126552009,0.090264987,-0.134593417,0.182441244,1.236804422,0.043035268,-1.894174284,1.057081133,0.526174417,-0.089537877,-0.229917743,-0.03477953,-0.349093221,-0.212020841,0.050368007,0.023218762,-0.086540629,-0.019762054,0.553565605,-0.343731799,-0.002009882,0.005479816,39,0
145701,1.964313268,-0.071150322,-0.738113752,0.352033231,-0.448998377,-0.992205131,-0.316732343,-0.179895192,1.102687059,-0.748867815,-0.203185024,0.905962945,1.186528173,-1.517885136,0.679550783,0.552336483,0.388895442,0.122506893,-0.167752408,-0.073936242,-0.238957371,-0.49975156,0.344393807,-0.052782221,-0.468127804,-0.291340959,0.029264869,-0.003964288,20.42,0
53961,0.68400032,1.77663287,-1.825211266,1.661955035,0.992563545,-1.862639717,0.978773448,-0.345509317,-0.347586783,-1.092855784,0.799367536,-0.41038424,0.262926166,-3.65095641,1.041733154,0.805026387,2.791134333,1.453208193,-0.410190343,0.111225502,-0.124256884,-0.130309048,0.091959663,0.044533236,-0.454388971,-0.414997956,0.123741519,0.013414779,0.89,0
37470,0.378204953,-0.900353498,-0.47856328,1.447524918,-0.237334563,-0.352144533,0.905613871,-0.169666176,-0.625923704,0.04304822,1.68571995,0.903133979,-0.348061542,0.946205776,0.260838934,-0.263881307,-0.196911668,-0.280788002,-0.582556537,0.634460765,0.340668774,0.084289395,-0.459710024,0.244517443,0.555139911,-0.323285689,-0.075838279,0.070385573,412.5,0
138215,2.0323134,-0.252435608,-1.221547363,0.233797872,-0.059268852,-0.66016445,-0.065304363,-0.035970832,0.582742327,0.288445532,0.398938281,0.055639589,-1.815666915,0.825874302,-0.386214793,0.215157207,-0.496222774,-0.129201244,0.500052688,-0.327408225,-0.274541697,-0.77489192,0.316081349,-0.446135246,-0.362264557,0.210167292,-0.083892393,-0.077976974,1.79,0
48570,0.393648881,0.48271579,-0.681641177,-0.839827428,2.221491036,3.436988784,-0.539651366,0.044860709,-0.319042961,-0.470609582,0.105296302,-0.082303891,-0.084878798,-0.069728786,1.224820612,0.850865281,-0.454014369,0.183519788,0.057622813,-0.070757885,0.395499108,-1.549084509,-0.054784301,0.937165554,0.984404863,0.189098278,0.027875355,0.105521567,7.18,0
135257,2.111705842,0.589868388,-2.837870055,0.485662421,1.190876187,-0.95334947,0.330135996,-0.290230963,0.485893992,-1.217453816,-0.422657266,-0.306246793,0.533472418,-2.674116169,1.12530214,0.998511954,1.449923979,1.501796443,-0.406684971,-0.073074146,0.046987586,0.32305618,-0.109150004,-0.172770943,0.390456834,-0.091716275,0.016785813,0.00815228,1,0
82970,1.325714677,-0.675812207,0.031302915,-0.800378654,-0.850952204,-0.670468627,-0.496830393,-0.067064251,-0.968423742,0.840168661,0.955649254,-0.640449559,-0.982146999,0.340300832,0.107989204,1.342005544,-0.014959372,-0.637987363,0.928640818,0.103002664,0.254191152,0.487146596,-0.190382998,0.016730021,0.592575818,-0.11436932,-0.025433512,0.001877822,52.8,0
31764,1.291784168,0.07684848,-1.119913967,-0.067019382,2.152694396,3.366348616,-0.472972387,0.811643715,-0.079637416,0.057509843,-0.137197588,0.058253252,0.012429062,0.467768796,1.206910616,0.498828366,-0.976556699,0.275827086,0.000389328,-0.017781141,-0.108086602,-0.430490029,-0.053886245,0.985250009,0.702820835,-0.423220467,0.025223014,0.01857453,2.5,0
84550,-0.733321258,2.738119519,-3.087553601,1.519344015,0.214579269,-1.268232203,-0.294263815,1.281379209,-0.803873076,-1.131163926,2.317222662,0.870574263,0.348919759,-2.585114492,0.49575884,1.04300886,3.314045115,1.586543679,-0.558470443,0.033429244,0.004842784,0.020950174,0.279122015,-0.326993661,-0.372934071,-0.373864152,0.107067332,-0.064591527,1.79,0
48484,1.27138158,0.04713171,0.415844689,0.767866064,-0.349288302,-0.31270883,-0.114470415,-0.098716592,0.578570232,-0.224282932,-1.147504126,0.568422097,0.509881782,-0.319469142,-0.41895836,-0.244845057,-0.118895803,-0.463274702,0.373071123,-0.088036201,-0.119013853,-0.053834796,-0.151315599,-0.040163592,0.670891596,0.468305689,-0.01220167,0.005844907,1,0
167132,-0.386427511,0.692904434,0.916856632,-0.417414417,0.297036412,-0.490851299,0.255271081,0.108749038,0.261201393,-1.0516199,-0.251002387,0.253761115,0.791623915,-1.676748281,0.271763112,0.569047148,0.405123209,0.482027978,-0.903221848,0.18194484,0.228973115,0.855585718,-0.149501258,1.067075275,-0.029401573,0.600957043,0.269588492,0.12825698,15.6,0
140435,2.252342382,-0.778633369,-1.995328799,-1.309104851,0.135630088,-0.474459125,-0.283235917,-0.186843361,-0.719277747,1.053719817,-0.20084041,-0.80041602,-0.646277335,0.466692821,-0.260618692,1.491509315,-0.488792615,-0.715849544,1.472943855,-0.013565252,0.011243357,-0.127810328,0.030260035,-1.412252238,0.048215059,-0.247864535,-0.062969596,-0.085269482,29.95,0
40441,0.954599311,-0.064924231,0.405458106,1.189322175,-0.348816471,-0.221166268,0.052627286,0.115588788,-0.191118294,0.161947319,1.572615348,0.49242722,-1.188579321,0.84810974,0.614574367,0.107287411,-0.303413293,-0.201294423,-0.511411704,-0.055082821,-0.044942174,-0.394351518,0.031808609,0.171324685,0.250998794,-0.553813205,0.006093431,0.02872161,95,0
2459,-0.697313963,1.067351368,0.597801125,-0.02141373,-0.073725188,-0.572403437,0.888923217,0.147903785,-0.953620771,-0.783048692,-0.861978911,0.674524201,1.720695967,0.235959395,0.479796164,0.214895168,-0.466691109,-0.099616576,0.109231395,0.136246525,0.205587453,0.403085088,0.036110132,-0.047750817,-0.190689061,0.309425654,-0.041608513,0.093645742,93.15,0
115627,1.988712149,-0.562846552,-0.350192544,0.265340545,-0.572727912,0.087817578,-0.827799246,0.094418045,1.671680477,-0.178063278,-1.857742062,0.026143525,0.148689749,-0.272964445,0.984433944,0.726456853,-1.029792633,0.621013066,0.072880417,-0.149814476,0.012722442,0.178644459,0.125015171,-1.020322309,-0.265094995,-0.353523217,0.050857869,-0.032896196,30.24,0
108843,1.82121589,0.176020771,0.270568445,3.910912436,-0.172769141,0.795612928,-0.798527783,0.270774789,0.99425482,1.202819783,0.674550348,-2.844077758,0.37838616,1.60584832,-1.84634225,1.539347415,-0.498387755,1.097613926,-1.505083297,-0.35610583,0.042469138,0.354991703,0.141335656,-0.526627453,-0.288786258,-0.002575046,-0.026090844,-0.051579373,21.1,0
48955,-1.079739066,0.851369433,1.56085314,-1.119177662,0.093207679,-1.06836342,0.996024906,-0.099328547,-0.67239248,-0.492844868,1.299298169,-0.04736124,-1.60282656,0.681033947,-0.267909671,0.455862278,-0.535184049,-0.334845869,0.027261503,-0.231981988,-0.331141269,-1.246786615,-0.004371457,0.508722556,0.001273512,0.491065784,-0.341330154,0.026681716,20.48,0
115205,-0.617008998,1.041962106,-0.131424679,-0.516171089,-0.454887907,-0.154855815,-0.38179624,0.531173581,1.070770652,-0.632571664,-1.215526252,-0.578378958,-0.707226139,-1.305521224,0.495165534,1.254112709,0.196679477,0.869674763,-0.693582303,-0.240159424,0.08968555,0.13099999,0.315862609,0.454034208,-1.299950687,0.122538134,-0.269211752,0.136086013,27.53,0
75469,-2.086061794,0.98379067,1.227609724,-0.679163282,0.090333288,0.04610424,-0.061755275,1.019230507,-0.495684483,-1.534916564,-1.437814869,0.338666305,0.624098292,0.403000303,0.34646631,1.216571265,-0.928625751,-0.131776749,-2.058730645,-0.35652102,0.088717112,-0.252194812,-0.300266654,-0.801768737,0.538538026,-0.689421233,-0.310577785,-0.147878262,33.27,0
30105,-0.891970368,0.877628227,1.550186248,-0.133643924,0.13204815,-0.288316848,0.445712211,0.143891404,-0.481965187,0.05485536,1.680260357,0.662971874,-0.342959135,0.352463145,0.440401928,0.03853742,-0.295357424,-0.357513005,-0.109200396,-0.02505766,-0.122134499,-0.343697623,0.120382767,0.197781365,-0.331394812,0.051318868,0.027492907,0.1054717,4.49,0
134907,1.935264654,-1.154439008,-0.559409924,-0.498574624,-1.008233303,-0.14001759,-0.839061502,0.017665152,-0.281037072,0.934850343,0.296713571,0.706618966,0.535667556,-0.042940293,-0.306150043,-0.753730526,-0.667632179,1.491152336,-0.35751965,-0.383790333,-0.549452285,-1.238178655,0.374018007,-0.540323604,-0.753360143,0.234379948,-0.033749766,-0.03806531,97,0
33860,1.129325692,-0.383789087,0.193537533,0.638207095,-0.504199422,-0.2104645,-0.160484439,0.037698722,0.877743077,-0.204429723,-1.706100769,-0.778335763,-1.73595824,0.217749036,0.146440191,0.162696124,-0.184133407,-0.230797568,0.556947405,-0.041883225,-0.330648028,-1.055054132,-0.070542196,-0.479701827,0.332843765,0.336305001,-0.051845803,0.016920629,87.19,0
26602,1.552240529,-1.134407259,-0.30148158,-1.888130815,-0.510732181,0.747893654,-1.162019758,0.176685449,-1.910016166,1.583144168,-0.194584933,-0.958980264,0.162812488,-0.079741302,0.304009925,0.031984706,-0.061498267,0.634477949,0.341249568,-0.324435198,-0.254060336,-0.359646732,-0.156219768,-1.735537561,0.496794803,-0.085700822,0.036561417,-0.010938616,15,0
135075,1.852690428,-0.273697737,0.184533884,1.409552444,-0.800790894,-0.284272442,-0.608127731,-0.020660839,1.008525082,0.097623726,-0.79677149,0.96241897,1.256281908,-0.432966577,0.521632498,0.514748405,-0.82856356,0.127716532,-0.692233865,-0.098646082,0.089033111,0.395571683,0.232018967,0.033932464,-0.317533151,-0.765247752,0.078392608,-0.010701612,45,0
